{0: 0.01, 75: 0.001, 150: 0.0001}
{6990: ('2015-01-01', '2016-01-01')}
logTest,mseTest,maeTest
-302.356913226,2.32246899733,0.592680612062
q_z_dim,p_z_dim,p_x_dim,x2s_dim,y2s_dim,z2s_dim
150,150,150,100,100,100
epoch,log,kl,mse,mae
0,150.130520175,0.654012944264,2.29311848007,1.0166471893
10,120.233666228,0.0442345807131,2.15442931853,0.674774456859
21,-97.4816335136,0.000337376920961,1.9937330519,0.585673956134
32,-122.805412567,0.000299758291742,1.90670897123,0.572509860756
43,4.13617507865,0.000306909328604,2.03673744059,0.595204734476
53,-134.084941265,0.000332458400301,2.02939976804,0.585305386388
64,-149.07542496,0.000442078404065,1.89052439182,0.554936789195
75,-76.1624814655,0.00384747716951,1.99768006111,0.505667522274
86,-235.892581238,0.00078598380537,1.96588948507,0.56431355334
96,-228.428130778,0.000758539117699,2.02844191111,0.566562412264
107,-182.834938699,0.000687273798149,1.96369956133,0.55894293792
118,-206.592580878,0.000632418037402,1.99646007402,0.562502123934
129,-244.784859066,0.000585002400241,2.04996989291,0.573231975903
140,-182.43144856,0.000550237133283,2.07618550756,0.573595024122
150,-212.098574311,0.000523295156976,2.19734228291,0.585348030464
161,-291.985720117,0.000527968200371,2.07574469836,0.5661067265
172,-300.617077527,0.000534897078318,2.20793851253,0.567767751586
183,-310.839576509,0.000541094104394,2.16730578488,0.570549954321
193,-284.127806077,0.000542338914018,2.12633246187,0.565663150463
200,-320.614804154,0.000546085748492,2.18182599412,0.572840961003
