epoch,log,kl,nll_upper_bound,mse,mae
1,4.82647426125,0.0107496027834,4.83722386403,0.988397941206,0.775297704834,
2,1.72327633731,0.00111086433461,1.72438720165,0.630006051605,0.555569196585,
3,0.873889185502,0.00223136921027,0.876120554712,0.582066056204,0.530647572582,
4,-0.241813735995,0.00231845138974,-0.239495284605,0.592453074691,0.516397368821,
5,-0.791756091998,0.00338021131017,-0.788375880688,0.576989117539,0.510527269221,
6,-0.848533530476,0.00624864899232,-0.842284881484,0.591396165976,0.51484298397,
7,-0.740189010342,0.00692801599362,-0.733260994348,0.584486623081,0.508635289327,
8,-1.12736781479,0.00607451380547,-1.12129330099,0.581637953367,0.506861674924,
9,-0.938116312794,0.00349738580509,-0.934618926989,0.572701717876,0.507766219083,
10,-0.868808202515,0.00430856421873,-0.864499638296,0.571555522539,0.515745894731,
11,-0.31312104269,0.00621286499021,-0.3069081777,0.571956046362,0.507128295866,
12,0.454281954273,0.00621574254734,0.460497696821,0.568757516719,0.518423990874,
13,-0.639529388797,0.0119606890327,-0.627568699764,0.563631359505,0.494592617304,
14,0.406995448687,0.0058243413174,0.412819790004,0.578919967469,0.522557881468,
15,-0.216491635949,0.0109759478535,-0.205515688095,0.586726171212,0.515793081823,
16,-1.15767467414,0.00980436782107,-1.14787030632,0.567401455448,0.49182062952,
17,-0.270072124455,0.00961731703965,-0.260454807416,0.584124838266,0.519409761363,
18,-1.11271403937,0.0118857103738,-1.10082832899,0.595543332418,0.504025813625,
19,-0.206714500915,0.010559800093,-0.196154700822,0.564484369626,0.510456832252,
20,-0.926321732526,0.0122032679999,-0.914118464526,0.595903192037,0.507618042609,
21,-0.135572920735,0.0104227970882,-0.125150123647,0.563277951829,0.508981663863,
22,-0.59835320777,0.0110420816771,-0.587311126093,0.580123615523,0.507470464054,
23,-1.30250878186,0.0159788541882,-1.28652992767,0.565243455896,0.4943002431,
24,-0.187940231385,0.0156228098489,-0.172317421536,0.563242935503,0.509164594919,
25,-0.810089183958,0.0199212976836,-0.790167886274,0.594540893057,0.511837720359,
26,-1.061923695,0.0199802392809,-1.04194345572,0.561508837301,0.495644761819,
27,-1.16339973468,0.0203908777177,-1.14300885696,0.582378083932,0.50335977076,
28,-1.02892187495,0.0216067512872,-1.00731512366,0.570266779381,0.498672755617,
29,-1.27552690973,0.0244014440692,-1.25112546566,0.570531334646,0.497366375575,
30,-1.04726679397,0.0238357423196,-1.02343105165,0.567783545373,0.499729726519,
31,-1.30006788588,0.0252835273957,-1.27478435848,0.572601687732,0.495774596218,
32,-0.954547577033,0.0237173316652,-0.930830245368,0.581850506691,0.507619200777,
33,-1.17045345026,0.0274113259269,-1.14304212434,0.578952432615,0.501409798333,
34,-1.26876165101,0.0286823256627,-1.24007932535,0.562021551538,0.493864873242,
35,-1.19876966927,0.0297297540926,-1.16903991518,0.568767723582,0.49711699417,
36,-1.28637800909,0.0283731457603,-1.25800486333,0.582935837803,0.503620344528,
37,-1.1996464068,0.0271408837336,-1.17250552307,0.568660025648,0.496331534626,
38,-1.29724457144,0.0292884967746,-1.26795607466,0.57568557254,0.498283326952,
39,-1.31033587129,0.0323784113377,-1.27795745995,0.572106889395,0.496167755851,
40,-1.29744960033,0.0311206517464,-1.26632894858,0.56910471615,0.495490988161,
41,-1.30307730248,0.0327709507356,-1.27030635175,0.580745312054,0.502373677794,
42,-1.30875760019,0.0318443034643,-1.27691329673,0.579899599117,0.500463064065,
