epoch,log,kl,nll_upper_bound,mse,mae
1,172.088586006,0.0364453281921,172.125031334,2.10725288036,1.14325920037,
2,168.202039129,0.0340825349349,168.236121664,1.98417645492,1.09551043197,
3,66.9999720207,0.0510819358559,67.0510539566,1.50989042666,0.767039782484,
4,377.340065476,0.954784504891,378.294849981,1.78978615352,0.868169804671,
5,29.3899414805,0.386552922399,29.7764944029,2.49483203149,1.04787682326,
6,-53.9980884642,0.0933682241029,-53.9047202401,1.97442869375,0.817551050131,
7,-22.88532363,0.0177090980679,-22.8676145319,1.66621821184,0.695095353214,
8,-94.5320798108,0.0183394537906,-94.513740357,1.64794476733,0.677391302638,
9,-130.996347395,0.0106374696202,-130.985709925,1.77629382279,0.721294615036,
10,67.2801089225,0.00438502448911,67.284493947,1.96542739943,0.798543113612,
11,-4.32806298496,0.00983588976901,-4.31822709519,2.58319659615,1.08565863711,
12,-177.61182701,0.00775270647708,-177.604074303,2.18399947536,0.909966361722,
13,-218.468654132,0.00567831116539,-218.462975821,2.01776578055,0.838169097402,
14,-223.545907795,0.00382019660484,-223.542087599,1.99076210486,0.822367259123,
15,104.47872113,0.00504492068765,104.48376605,2.1523380646,0.933262851384,
16,-63.6236378891,0.00960544406771,-63.614032445,1.61047435614,0.712120596434,
17,-106.931901718,0.00412304554212,-106.927778672,1.56061863235,0.673226066346,
18,200.319917327,0.0163761962724,200.336293524,2.16875598223,0.967626275959,
19,-12.8888403764,0.0120957287545,-12.8767446476,2.29275078241,1.00835205264,
20,-48.0924966756,0.00274965832115,-48.0897470173,2.3458461682,1.00390998912,
21,-83.7049781758,0.00149315544734,-83.7034850204,2.30716573271,0.979409866366,
22,-10.5573271626,0.0066126896021,-10.550714473,2.57978688038,1.12703424083,
23,217.878477066,0.00204337975219,217.880520446,2.7858840463,1.20096800104,
24,175.849904547,0.0110869931161,175.86099154,2.08866977052,0.94873414748,
25,48.2505178841,0.00680221164602,48.2573200957,1.65770143281,0.745979574553,
26,-116.499983387,0.00614532787632,-116.49383806,1.85181812301,0.75763157142,
27,-51.8665033025,0.00468174435482,-51.8618215582,1.98305608968,0.825253629768,
28,281.294175494,0.00746069631466,281.30163619,2.19609877532,1.00446782545,
29,45.5721723933,0.00403479001632,45.5762071833,2.42707970606,1.11294316273,
30,-88.0163810222,0.0016182630197,-88.0147627592,2.15057883829,1.0022182325,
31,70.5154780718,0.00209360693655,70.5175716788,2.19750097792,0.980494083449,
32,191.949771147,0.00516758837819,191.954938736,1.90221906418,0.835541156182,
33,340.755784248,0.0107831299445,340.766567378,1.62679194675,0.886697688157,
34,-30.860604814,0.00458729738997,-30.8560175166,1.51685599306,0.694636590871,
35,112.676296026,0.00535429955087,112.681650325,1.4424776029,0.648681842886,
36,-95.3301744323,0.00768643798866,-95.3224879943,1.54060706566,0.6622067943,
37,-182.918800946,0.0145051707961,-182.904295775,1.71138886484,0.70679423274,
38,-107.086721446,0.00799492812655,-107.078726518,1.86168410191,0.766903205873,
39,199.445184787,0.0100797272155,199.455264514,2.347509912,1.03138765736,
40,71.0594201506,0.0151700894258,71.07459024,2.00358430433,0.963137169995,
41,112.197399628,0.00735353586307,112.204753164,1.85994999449,0.788576269587,
42,275.552015557,0.0153894101016,275.567404967,2.40662995951,1.11031201317,
43,67.7153552297,0.00931978198105,67.7246750117,2.81608184575,1.16374428764,
44,-129.363317002,0.0092530780982,-129.354063924,2.50987104066,1.03131272992,
45,-199.758292522,0.0156099758771,-199.742682546,2.19663896428,0.897270427131,
46,-198.045272385,0.00162579582491,-198.043646589,2.08464652418,0.855302388993,
47,-3.66025413566,0.00922730956342,-3.6510268261,2.05467426121,0.840888014916,
48,289.29923921,0.0206877724858,289.319926983,2.29513565219,0.997463327784,
49,256.180407813,0.0200551242797,256.200462937,2.38367205633,1.04146933369,
50,98.5316794539,0.00418057104894,98.5358600249,2.331850885,1.02978671172,
51,-6.32157124467,0.00357699120371,-6.31799425347,2.21550445614,0.966019361383,
52,291.006290164,0.00192298816313,291.008213153,1.88909789331,0.804569988542,
53,153.554664099,0.0162143766462,153.570878476,2.09867003689,0.931766398533,
54,-19.9223795408,0.0111817593917,-19.9111977814,2.06677175579,0.954740631407,
55,182.873347835,0.00592099119703,182.879268826,1.91397367219,0.876497280034,
56,104.834313523,0.00308906491709,104.837402588,1.85638141898,0.870815256245,
57,40.7442964944,0.000387790621291,40.744684285,2.00080435206,0.905421378913,
58,45.4091172623,0.000848771832718,45.4099660341,2.05698973719,0.914407094938,
59,-124.530132231,0.00238671511934,-124.527745516,2.0799748144,0.884395173697,
60,-197.659452478,0.000780702228393,-197.658671776,1.92935379873,0.817184610538,
61,-214.923009056,0.000525598865076,-214.922483457,1.92451849305,0.810061453578,
62,-238.94816104,0.000267121793564,-238.947893919,1.92019100746,0.804924465089,
63,-248.420795082,0.000169679479103,-248.420625402,1.92314210363,0.803374807203,
64,-250.461297671,0.000154812387728,-250.461142859,1.93108656093,0.802389928709,
65,-17.6315107948,0.000191452797518,-17.631319342,1.9068847075,0.793702111909,
66,-17.6430382773,0.000650830574533,-17.6423874467,1.9028805169,0.79705027491,
67,89.4172582432,0.00376289318024,89.4210211364,1.90882629625,0.772425733777,
68,178.601336293,0.176704140221,178.778040434,1.90887719985,0.810676822245,
69,-119.981586141,0.0869939630867,-119.894592178,2.1634705365,0.892280995396,
70,83.8162212609,0.010955443235,83.8271767041,2.07472583834,0.888260549552,
71,-73.3794974364,0.0252017787239,-73.3542956577,1.17951232093,0.587342529542,
72,-145.958446448,0.0273168088462,-145.931129639,0.999894222252,0.46867242844,
73,255.037632422,0.0113661613918,255.048998584,1.0210307295,0.558274458481,
74,37.6707851957,0.0473459946017,37.7181311903,1.58668345532,0.82066654569,
75,76.0568799368,0.0184269238075,76.0753068606,1.76662518791,0.886534721306,
76,-25.7679049807,0.00934543920725,-25.7585595415,1.92020592896,0.926174002242,
77,-87.1733682326,0.00751026448622,-87.1658579681,2.16014231609,0.959955696761,
78,-194.365990382,0.00676711150735,-194.35922327,2.0837866469,0.905707043501,
79,-251.996826528,0.0073934863173,-251.989433042,1.98616790937,0.844469531794,
80,-250.73953687,0.00772758815617,-250.731809282,1.92247781261,0.812646110333,
81,-295.640567469,0.00788416147659,-295.632683308,1.89316812393,0.802062787749,
82,-302.015183319,0.00828968985709,-302.006893629,1.85258483324,0.789022866541,
83,-283.79007781,0.00839968521989,-283.781678125,1.84089017793,0.780485080827,
84,-301.368650675,0.00869689296452,-301.359953782,1.86005023318,0.780191245581,
85,-310.630564745,0.00882018743241,-310.621744557,1.84587928193,0.774551794323,
86,-314.350019872,0.00886541935816,-314.341154452,1.83376584655,0.770995287916,
87,-316.673854562,0.00891376179471,-316.6649408,1.81961419993,0.766210504249,
88,-320.225845024,0.0090150102039,-320.216830013,1.81408755876,0.7633857882,
89,-314.451567633,0.00963793996941,-314.441929693,1.77748711653,0.750404972871,
90,-336.207755371,0.00962510976033,-336.198130261,1.7516543554,0.739292655134,
91,-350.678855717,0.00940847746037,-350.669447239,1.73757211209,0.731073923214,
92,-354.438067735,0.009312488058,-354.428755247,1.74223213011,0.729729599054,
93,-362.262895819,0.0093181792565,-362.25357764,1.72975986127,0.723809820085,
94,-322.652896743,0.00944107805524,-322.643455665,1.72237906441,0.717242954506,
95,-334.452511757,0.00953229854862,-334.442979459,1.71322469307,0.711874465253,
96,-382.472926809,0.00958317284615,-382.463343637,1.70164542664,0.706702063624,
97,-389.508315247,0.00993738893713,-389.498377858,1.69475401257,0.702782659206,
98,-390.046759786,0.0100726845937,-390.036687101,1.68945586002,0.695850975153,
99,-399.538865206,0.0101347863331,-399.528730419,1.6799545937,0.692019105959,
100,-399.095802184,0.0101863870546,-399.085615797,1.67810987357,0.691057371196,
101,-401.394647367,0.0102909525658,-401.384356415,1.66662724453,0.68705528282,
102,-404.634565549,0.0103550273621,-404.624210522,1.66245308806,0.685470580442,
103,-406.100745932,0.0104382787747,-406.090307653,1.65353795125,0.682419738292,
104,-402.46472655,0.010528740623,-402.454197809,1.66116353851,0.68496888635,
105,-408.795476952,0.0107106857403,-408.784766267,1.65015349152,0.681085076458,
106,-380.256594387,0.010816156318,-380.245778231,1.643451214,0.678534672802,
107,-387.927596976,0.0107350525097,-387.916861923,1.65063528074,0.677903692081,
108,-396.673515571,0.0109381264164,-396.662577444,1.64614495647,0.675428299988,
109,-415.602438996,0.0111633039108,-415.591275693,1.64794678037,0.675890172576,
110,-416.245369689,0.0112567738492,-416.234112916,1.64530643327,0.674880286865,
111,-418.921964716,0.0113758125067,-418.910588904,1.64007724432,0.673018076769,
112,-414.445313839,0.0114090278963,-414.433904812,1.63175596012,0.669777052939,
113,-416.647533462,0.011535593129,-416.635997869,1.63595634409,0.670766779871,
114,-419.6088131,0.0116640480642,-419.597149052,1.62838399408,0.668099955815,
115,-422.052589142,0.011778632461,-422.040810509,1.62824975421,0.667961220148,
116,-421.400930554,0.0118509485926,-421.389079606,1.62396911284,0.666740326806,
117,-423.676866836,0.0119249502277,-423.664941886,1.61593817239,0.663688109335,
118,-432.705860462,0.0118847796718,-432.693975682,1.60994297447,0.660277618037,
119,-446.240404005,0.0119478244728,-446.228456181,1.5965282188,0.653202029214,
120,-419.226651692,0.0116495991543,-419.215002093,1.5942063675,0.650677497338,
121,-400.355373528,0.0118203675241,-400.343553161,1.58610073236,0.649025470694,
122,-401.414098171,0.0116726410544,-401.40242553,1.58870932893,0.649553544923,
123,-400.419386706,0.0115247495038,-400.407861956,1.59362415424,0.651054287453,
124,-417.090598922,0.0113494956563,-417.079249426,1.5909125152,0.649362625131,
125,-430.029698951,0.011364639471,-430.018334312,1.5912988513,0.649630847689,
126,-430.49064093,0.0115472593138,-430.47909367,1.58509455507,0.647308661873,
127,-433.966662546,0.0116718984313,-433.954990648,1.58581529408,0.647459556049,
128,-434.621474661,0.0118707653289,-434.609603896,1.58241530424,0.646332559698,
129,-431.347208172,0.0120091204624,-431.335199051,1.57829050911,0.645102269612,
130,-435.232689545,0.0121579576292,-435.220531587,1.57746385447,0.644832592211,
131,-435.650751467,0.0122647541676,-435.638486713,1.574408105,0.643730600248,
132,-431.909704678,0.0123583971495,-431.897346281,1.57511136885,0.644047611851,
133,-434.979421496,0.01250001488,-434.966921481,1.56994755885,0.642029575952,
134,-436.212083181,0.0126336102218,-436.19944957,1.57457075467,0.643639472791,
135,-433.763735985,0.0127721886049,-433.750963796,1.56474130534,0.64000888716,
136,-437.710112753,0.0128379547197,-437.697274798,1.57015260277,0.641637347516,
137,-436.443221734,0.0128532114527,-436.430368523,1.56315306193,0.639122044533,
138,-431.13857025,0.0129470230409,-431.125623227,1.56468531786,0.639940240382,
139,-433.615378661,0.0130548535203,-433.602323808,1.55729628058,0.636964558665,
140,-436.276830316,0.013242349397,-436.263587967,1.55737821329,0.637043050488,
141,-435.350629678,0.0133217379985,-435.33730794,1.55726654076,0.637032978385,
142,-439.307764676,0.0133660519826,-439.294398624,1.55645238552,0.636772374369,
143,-435.907941902,0.0133354473976,-435.894606454,1.55103234648,0.634383411476,
144,-428.638392318,0.0134671369145,-428.624925182,1.55323649095,0.635006259888,
145,-430.997297673,0.0136489531409,-430.98364872,1.54208629242,0.631173151557,
146,-434.079064198,0.0139012947447,-434.065162903,1.54929352514,0.633472938889,
147,-436.776913103,0.0140249791847,-436.762888124,1.54532672345,0.632010969193,
