{0: 0.0001, 75: 1e-05, 150: 1e-06}
{7951: ('2015-01-01', '2016-01-01')}
logTest,mseTest,maeTest
-259.383906478,1.99717333715,0.358079058386
q_z_dim,p_z_dim,p_x_dim,x2s_dim,y2s_dim,z2s_dim
150,150,150,100,100,100
epoch,log,kl,mse,mae
0,98.9516943488,0.385005519049,2.07620513851,0.966034959671
10,-140.31361955,0.493920324404,1.66381559726,0.324249541211
20,-198.479118402,0.923287674312,1.82459591212,0.32305812197
30,-137.589751756,1.88354016792,1.92875578882,0.342630159092
40,-186.869221634,2.43696549671,1.84124506873,0.354581392657
50,-184.282455652,1.36432866585,1.96324075914,0.369238356712
60,-203.704440194,2.33172517834,1.95917357163,0.358171236546
70,-217.280437778,1.841352483,1.97050138316,0.358797189886
80,-245.669278812,0.726302253141,1.98912221384,0.357592048226
90,-252.557058091,0.795775419254,1.99639883262,0.357778100962
100,-254.89093284,0.840828761415,2.00437423781,0.35862152649
110,-256.313924977,0.87325209781,2.00662478927,0.358795431741
120,-257.380514148,0.896321662538,2.00569329272,0.358704163632
130,-258.252228835,0.915354259362,2.00721533815,0.358864179874
140,-259.021354319,0.926477322277,2.00318159988,0.358224883636
150,-259.619700268,0.94703618991,1.99900214084,0.357654205478
160,-259.806393959,0.936932173712,2.00326828194,0.358251938837
170,-259.884989456,0.938426278087,1.99784239474,0.357580531209
180,-259.957096321,0.939691745997,2.00608930573,0.358786668322
190,-260.038077197,0.941115924634,2.00650107558,0.358696641327
200,-260.142911186,0.94317261136,2.00074160266,0.357800864114
