{0: 0.001, 75: 0.0001, 150: 1e-05}
{3413: ('2015-06-01', '2015-11-01')}
logTest,mseTest,maeTest
-19.2715245127,0.546689167119,0.374246495689
q_z_dim,p_z_dim,p_x_dim,x2s_dim,y2s_dim,z2s_dim
150,150,150,100,100,100
epoch,log,kl,mse,mae
0,21.3101203078,0.0882955406294,2.0885333529,1.18448701348
8,-10.869525457,0.087817660481,0.536661672997,0.382259489879
16,-17.0029786342,0.0556020049057,0.468283491623,0.334263452744
25,-15.7107060109,0.0453842778682,0.507652058489,0.361757155161
33,-17.4931556965,0.0211219317027,0.488753354226,0.354030413329
42,-4.00829466436,0.0095014314552,0.48874291092,0.423932259141
50,-11.2026733408,0.119580281945,0.541648418141,0.406148626642
59,-16.6541303687,0.0101003624643,0.530399462845,0.399850823031
67,-15.8353744777,0.0123558900774,0.484838214177,0.363499158942
76,0.850207811812,0.0319814630508,0.608116529416,0.522944548899
84,-12.9783037865,0.00623911482175,0.526049817502,0.45182442208
93,-23.426227727,0.00657621452261,0.490753782674,0.388180133767
101,-25.9795716034,0.00858785508245,0.481324873602,0.362484350153
110,-28.9243161638,0.00673652562538,0.484783364079,0.355895080902
118,-30.164532976,0.00665787672758,0.496179415387,0.356965975722
126,-29.5302538697,0.00674314952252,0.500695702076,0.356237768208
135,-30.9773562359,0.00696175096659,0.504776242057,0.356807396505
143,-18.2629144197,0.00723012526435,0.537904015578,0.379866994409
152,-24.8258134213,0.00802413872642,0.535409372015,0.365451064844
160,-25.3212516811,0.0082427030751,0.528504621969,0.361749971768
169,-25.7819924551,0.00850208504173,0.532085406461,0.36305996949
177,-26.2468918873,0.00879738177949,0.530198181646,0.361928154736
186,-26.7150323421,0.00919294662945,0.530879625562,0.361081445798
194,-27.2060948522,0.00967305288967,0.529237106641,0.360165595404
200,-27.5256275029,0.010042684411,0.532219380478,0.36100362715
