{0: 0.0001, 75: 1e-05, 150: 1e-06}
{2859: ('2015-01-01', '2016-01-01')}
logTest,mseTest,maeTest
-591.389420501,1.6378744497,0.602810852319
q_z_dim,p_z_dim,p_x_dim,x2s_dim,y2s_dim,z2s_dim
150,150,150,100,100,100
epoch,log,kl,mse,mae
0,173.225252662,0.686773195562,1.88064363076,0.983481341054
9,-176.397343533,0.454591255366,1.41205740975,0.582899421916
18,-262.494017861,0.593528841265,1.36751654636,0.559986040811
27,-178.333022375,0.555744688462,1.35054805459,0.560838637717
36,23.1255517406,4.43456847661,1.45159760886,0.624619627697
45,-308.76482939,1.09792044599,1.36291802264,0.57532707299
55,-370.880996794,1.44103818193,1.32974931268,0.570171947106
64,-376.041300865,1.68192948578,1.32720268907,0.571126284466
73,-379.923587038,1.7073631219,1.3291860235,0.57290988133
82,-492.613272801,2.17878649861,1.30070233058,0.5592104005
91,-497.88492596,2.36719930421,1.27617755606,0.557807713642
100,-525.825722085,2.49914475768,1.30717066535,0.557609728101
110,-534.527994576,2.58607798626,1.28976862015,0.556292167023
119,-521.922185723,2.66759607791,1.27022824544,0.552256579792
128,-551.381842351,2.73628672482,1.28929506528,0.555918770709
137,-548.080023217,2.79741405481,1.29586822285,0.549518061661
146,-526.214466482,2.83923714968,1.31232033019,0.552388787925
155,-578.698306146,2.95429130644,1.24593479687,0.549811652386
165,-587.512414689,3.05424492226,1.29794983574,0.555465148494
174,-594.265360185,3.1239501372,1.27405871869,0.549994990258
183,-598.546419127,3.1458019284,1.25747822868,0.547150402902
192,-601.32139362,3.16470920745,1.23881184387,0.54372830673
200,-603.817041694,3.18315850423,1.29630698632,0.550589319861
