{0: 0.01, 75: 0.001, 150: 0.0001}
{2859: ('2015-06-25', '2015-11-01')}
q_z_dim,p_z_dim,p_x_dim,x2s_dim,y2s_dim,z2s_dim
80,80,60,50,50,60
epoch,log,mse,mae
0,28.2642920248,2.06462229508,1.17390949603
10,7.23797625178,0.475067688652,0.350792894812
20,-7.23097014931,0.485688321701,0.409939939378
31,-16.7468342885,0.432939312425,0.323678843339
41,44.9514729232,0.49446827853,0.352520661123
51,-2.13092819502,0.527309314083,0.407520430314
62,2.13836188908,0.762775645947,0.544615368092
72,66.1310597593,0.490287060185,0.344308549024
82,-49.2919954696,0.437674600127,0.272957403638
93,-43.0593088715,0.460701515184,0.285410815311
103,-56.1655575468,0.454674645684,0.27953035118
113,-60.748062283,0.443972941397,0.275271677282
124,-57.3367110683,0.453250365365,0.278720110344
134,-58.870333865,0.470176544625,0.287758698809
144,-55.3151666687,0.458938038978,0.283079908975
155,-65.1972441455,0.460472462854,0.282383486607
165,-67.7398920325,0.455157992213,0.278734085428
175,-68.5542477872,0.455036119387,0.280694716826
186,-70.4892061311,0.454927224813,0.279521539702
196,-71.5823335205,0.450398357067,0.27627138705
200,-71.6312196992,0.458181292632,0.280055710833
