epoch,log,kl,nll_upper_bound,mse,mae
1,143.862055659,
2,31.1638248487,
3,-38.1893495178,
4,54.2289738907,
5,30.5996281152,
6,-50.2682239395,
7,67.7926205326,
8,-59.5559289187,
9,-111.503233947,
10,-162.721424532,
11,-184.623016851,
12,-82.8528847828,
13,-176.823076067,
14,-84.771305735,
15,-143.357462795,
16,-220.830427634,
17,-201.441137609,
18,-252.778230544,
19,-274.595850853,
20,-139.117550916,
21,-167.120204717,
22,14.6304158242,
23,-124.81016527,
24,-124.321053236,
25,-178.37984376,
26,-195.336151209,
27,-245.493758885,
28,-53.6715187779,
29,-180.031751891,
30,-214.098527636,
31,-247.83761098,
32,-216.603105893,
33,-237.515447678,
34,-252.752676015,
35,-246.298519959,
36,-81.010504417,
37,11.956172978,
38,-53.4445836907,
39,-62.1733163933,
40,-132.886275795,
41,-146.140188071,
42,-201.745553256,
43,-230.952707076,
44,-241.732815491,
45,-151.737019281,
46,-126.267106787,
47,-201.240919355,
48,-203.457469207,
49,-197.720087002,
50,68.4326424335,
51,-194.210191643,
52,-307.730775851,
53,-330.69001974,
54,-346.897019061,
55,-358.163265132,
56,-366.262496058,
57,-373.26053702,
58,-378.456506025,
59,-381.795663676,
60,-386.093779854,
61,-386.735067331,
62,-391.736879914,
63,-395.905204737,
64,-395.168639285,
65,-397.048167599,
66,-403.686202655,
67,-406.650255494,
68,-410.101761904,
69,-415.927845426,
70,-414.134554669,
71,-418.738549879,
72,-423.05003237,
73,-421.103489826,
74,-421.849080455,
75,-426.600722558,
76,-426.422214004,
77,-426.982875772,
78,-429.99280782,
79,-426.557212085,
80,-429.117688106,
81,-431.779401401,
82,-430.59203637,
83,-430.38503408,
84,-433.570394906,
85,-430.300458981,
86,-432.724729743,
87,-435.979489277,
88,-432.852681503,
89,-431.412339466,
90,-433.078255759,
91,-434.850546429,
92,-434.903779259,
93,-438.349880398,
94,-435.327578947,
95,-435.905197326,
96,-439.042882025,
97,-437.924680957,
98,-437.289849199,
99,-440.683901727,
100,-434.845845812,
101,-437.828636003,
102,-454.821975591,
103,-457.598155611,
104,-459.817970889,
105,-461.52549552,
106,-462.696690786,
107,-464.270267562,
108,-465.075850086,
109,-465.978811439,
110,-466.828773462,
111,-467.67504664,
112,-468.97902332,
113,-469.833743761,
114,-470.421111037,
115,-471.152791728,
116,-471.561251905,
117,-472.605731548,
118,-473.282938912,
119,-473.88939129,
120,-474.38707152,
121,-474.921355711,
122,-475.392981522,
123,-475.903411309,
124,-476.343734026,
125,-476.819654987,
126,-477.241548789,
127,-477.689439974,
128,-478.09034836,
129,-478.505066981,
130,-478.888355646,
131,-479.274420016,
132,-479.638659508,
133,-480.002638678,
134,-480.349847219,
135,-480.692992039,
136,-481.024773789,
137,-481.347638287,
138,-481.665809413,
139,-481.974510837,
140,-482.277145771,
141,-482.572967326,
142,-482.86138029,
143,-483.141625609,
144,-483.417935879,
145,-483.687389993,
146,-483.952140077,
147,-484.209689696,
148,-484.464099453,
149,-484.712267847,
150,-484.954897078,
151,-485.192480049,
152,-486.565474119,
153,-486.62527434,
154,-486.526333213,
155,-486.832697196,
156,-486.849721581,
157,-487.020176726,
158,-487.062006068,
159,-487.182255997,
160,-487.227374334,
161,-487.342340547,
162,-487.404727126,
163,-487.488342914,
164,-487.568433884,
165,-487.637293405,
166,-487.71790147,
167,-487.790215706,
168,-487.863161469,
169,-487.937211705,
170,-488.007937343,
171,-488.080194801,
172,-488.15193196,
173,-488.22013583,
174,-488.292397703,
175,-488.36087092,
176,-488.429523013,
177,-488.497376569,
178,-488.564908749,
179,-488.63264182,
180,-488.699007733,
181,-488.765227385,
182,-488.830400336,
183,-488.894775411,
184,-488.960513805,
185,-489.023951991,
186,-489.088260618,
187,-489.151359072,
188,-489.213975589,
189,-489.275878507,
190,-489.337788559,
191,-489.399652061,
192,-489.461314622,
193,-489.522012382,
194,-489.582264666,
195,-489.64175634,
196,-489.701811868,
197,-489.761384841,
198,-489.819825216,
199,-489.878333362,
200,-489.936378633,
201,-489.994719385,
202,-490.051745969,
203,-490.107720529,
204,-490.166559036,
205,-490.221838252,
206,-490.278326315,
207,-490.334247233,
208,-490.389543573,
209,-490.444305359,
210,-490.499534772,
211,-490.555060064,
212,-490.608086976,
213,-490.662302887,
214,-490.715797414,
215,-490.768995674,
216,-490.822482376,
217,-490.875692836,
218,-490.926897623,
219,-490.978666011,
220,-491.030984722,
221,-491.081564317,
222,-491.133720711,
223,-491.184505488,
224,-491.235189258,
225,-491.285656798,
226,-491.335278914,
227,-491.386108084,
228,-491.435061956,
229,-491.484273502,
230,-491.534408062,
231,-491.583176911,
232,-491.630860803,
233,-491.679999793,
234,-491.728119789,
235,-491.77606189,
236,-491.822770004,
237,-491.870403637,
238,-491.918101873,
239,-491.965272006,
240,-492.01370829,
241,-492.062101026,
242,-492.113949911,
243,-492.167061928,
244,-492.216587413,
245,-492.264912789,
246,-492.310942437,
247,-492.356629991,
248,-492.404084993,
249,-492.444813466,
250,-492.494568459,
251,-492.536042676,
252,-492.581085044,
253,-492.626251658,
254,-492.668361153,
255,-492.713507276,
256,-492.755761044,
257,-492.799594998,
258,-492.843098421,
259,-492.883891032,
260,-492.928929256,
261,-492.971096403,
262,-493.0125683,
263,-493.055035431,
264,-493.096474373,
265,-493.139165248,
266,-493.180901084,
267,-493.221845848,
268,-493.262398455,
269,-493.304188584,
270,-493.344904348,
271,-493.385259295,
272,-493.425274255,
273,-493.465510602,
274,-493.506169649,
275,-493.546364663,
276,-493.586501938,
277,-493.625346049,
278,-493.666282655,
279,-493.704466022,
280,-493.743419936,
281,-493.783650437,
282,-493.821103492,
283,-493.860914786,
284,-493.898788338,
285,-493.937671406,
286,-493.976339736,
287,-494.013965938,
288,-494.05195456,
289,-494.089274167,
290,-494.127491512,
291,-494.166276115,
292,-494.203415933,
293,-494.239536996,
294,-494.278121618,
295,-494.31405495,
296,-494.350721004,
297,-494.389272602,
298,-494.424705673,
299,-494.462445001,
300,-494.498349733,
