{0: 0.0001, 75: 1e-05, 150: 1e-06}
{3413: ('2015-06-01', '2015-11-01')}
logTest,mseTest,maeTest
-28.5289972384,0.57911017875,0.382289704146
q_z_dim,p_z_dim,p_x_dim,x2s_dim,y2s_dim,z2s_dim
150,150,150,100,100,100
epoch,log,kl,mse,mae
0,21.3161489429,0.0965022860541,2.07411095126,1.18021490276
8,1.282644238,0.0644162468721,0.671649565872,0.525643837333
16,-12.0500879424,0.114936850618,0.638690298381,0.438052640609
25,-19.3194499943,0.244561511676,0.617867282357,0.40735796324
33,-21.5310373162,0.537941241896,0.588562539649,0.389837425353
42,-23.5300620748,0.173973421895,0.582480659296,0.387250891983
50,-22.8363971517,0.210199003884,0.579568339141,0.384637757483
59,-24.3978974903,0.268063443252,0.56186885116,0.37292802697
67,-18.1837377662,0.288467741798,0.595573287499,0.416084136929
76,-23.7006089988,0.217223700306,0.594388241781,0.393460789986
84,-24.7079478757,0.233217697987,0.593979691292,0.391692424239
93,-25.3611783435,0.268424642752,0.593879528002,0.3908967533
101,-26.0650220101,0.309144806077,0.594470786954,0.390367584536
110,-26.7351131792,0.357443221795,0.588719802434,0.38774092803
118,-27.4502140043,0.410233562802,0.585578660789,0.38553680853
126,-28.1915642897,0.453850009942,0.586589173929,0.3848911069
135,-28.5593664563,0.51856174422,0.585000987577,0.38388368986
143,-28.9320645381,0.530599751828,0.578782871792,0.381350201296
152,-29.313390916,0.543282514855,0.578629332019,0.380786320943
160,-29.3890250791,0.547664705488,0.580178052491,0.381533670436
169,-29.4946523128,0.551539874229,0.576865231376,0.379464914993
177,-29.5780348323,0.557384536141,0.579679688489,0.380336842769
186,-29.6373642599,0.562781344165,0.579632043483,0.381219351026
194,-29.6990200709,0.570133910486,0.579595941418,0.380346139657
200,-29.6866315223,0.576094876882,0.574401999659,0.378693802886
