epoch,log,kl,nll_upper_bound,mse,mae
1,52.7659039819,0.0940239684272,52.8599279503,1.98644486385,1.03888457297,
2,33.446405429,0.123719351496,33.5701247805,2.15812588519,0.963780123672,
3,7.73662183802,0.0621243711451,7.79874620917,2.18139105665,0.897655156192,
4,-7.85283756704,0.0167174192052,-7.83612014783,2.34899989034,0.907163007378,
5,-14.6011822759,0.0178135383538,-14.5833687375,2.12005341606,0.882847369489,
6,-18.1292661121,0.018556194947,-18.1107099171,1.92964725112,0.857194798861,
7,-16.6882176377,0.0209453141364,-16.6672723236,2.00663612349,0.872539468998,
8,-18.5291416859,0.0376099162195,-18.4915317696,1.99076038876,0.86663007914,
9,-13.5020421945,0.0284112112206,-13.4736309833,1.97170467367,0.858309636202,
10,-15.4072805428,0.0226634564251,-15.3846170863,2.05032617096,0.888005100956,
11,-21.9863182556,0.0288833222247,-21.9574349334,1.94291662254,0.870276499765,
12,-20.9762011561,0.0258802166161,-20.9503209395,2.01266385575,0.860163157317,
13,-17.1276638336,0.0221850616608,-17.1054787719,2.01413532124,0.873625306679,
14,-26.3670131152,0.0173079865516,-26.3497051286,1.9838219782,0.868698466867,
15,-8.21966072667,0.0133007670407,-8.20635995963,2.02750014915,0.869102179063,
16,-18.8375710156,0.0175286287853,-18.8200423868,2.09012806153,0.897820024618,
17,-29.8300690875,0.010534789035,-29.8195342985,1.98232262405,0.867688416443,
18,-32.921993858,0.010966023898,-32.9110278341,2.08686178946,0.879527367365,
19,-21.3285239868,0.00869069095663,-21.3198332959,2.02192282294,0.865918744342,
20,-15.9482461284,0.00760568098583,-15.9406404474,1.98017532067,0.865604661961,
21,-25.6814668114,0.007701151122,-25.6737656603,1.98348871773,0.865538811219,
22,1.80317881089,0.0093375188447,1.81251632974,2.14984250228,0.900272718051,
23,-16.2040407924,0.0126953778861,-16.1913454145,2.05237964204,0.918889266778,
24,-22.8760913589,0.00902239317083,-22.8670689657,1.96964400709,0.853257145322,
25,-19.8512567281,0.0101290952971,-19.8411276328,2.07386674497,0.881563701517,
26,-15.4268192837,0.00915953927811,-15.4176597445,1.93985739526,0.864626429454,
27,-25.080234531,0.00833180944216,-25.0719027216,2.00538551495,0.867893495989,
28,-30.8974653355,0.00624016614452,-30.8912251693,2.03487896383,0.87233244512,
29,-26.9516190663,0.00668241167052,-26.9449366547,2.00835164741,0.867260095448,
30,-28.306161707,0.00704454442539,-28.2991171626,1.97167975745,0.864481438811,
