/data/home/gbejara1/Documents/Research/Disaggregation/Dataport/VRNN_theano_version/output/allAtOnce/18-06-14_10-53_3413/dp_disall-sch_1_best.pkl,,,,,,,,,,,,,,,,,,
{0: 0.001},,,,,,,,,,,,,,,,,,
['air1', 'furnace1', 'refrigerator1', 'clotheswasher1', 'drye1', 'dishwasher1', 'kitchenapp1', 'microwave1'],,,,,,,,,,,
{3413: ('2015-01-01', '2016-01-01')},,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
logTest,mse1_test,mse2_test,mse3_test,mse4_test,mse5_test, mse6_test,mse7_test,mse8_test,mae1_test,mae2_test,mae3_test,mae4_test,mae5_test, mae6_test,mae7_test,mae8_test,mseTest,maeTest
-2801.052,0.078,0.006,0.016,0,0.089,0.006,0.001,0.002,0.075,0.031,0.087,0.002,0.025,0.008,0.001,0.006,0.025,0.029
,,,,,,,,,,,,,,,,,,
relErr1,relErr2,relErr3,relErr4,relErr5,relErr6,relErr7,relErr8,propAssigned1,propAssigned2,propAssigned3,propAssigned4,propAssigned5,,,,,,
0.0385204877,-0.0149700808,-0.532682921,-0.3569286944,-0.0995428512,-0.0547671887,-0.4146558018,-0.5695313647,0.949124585,0.9792526099,0.9405752224,0.9985053597,0.9833237974,0.9948340149,0.9991831778,0.9957843854,,,
batch,perReal1,perReal2,perReal3,perReal4,perReal5,perReal6,perReal7,perReal8,perPredict1,perPredict2,perPredict3,perPredict4,perPredict5,perPredict6,perPredict7,perPredict8,,
0,0.3183,0.4725,0.1429,0.0016,0.0411,0.0137,0.0018,0.0082,0.3351,0.4640,0.0673,0.0011,0.0344,0.0062,0.0008,0.0036,,
1,0.3290,0.4760,0.1318,0.0022,0.0440,0.0051,0.0016,0.0102,0.3360,0.4678,0.0593,0.0009,0.0476,0.0024,0.0004,0.0045,,
2,0.3763,0.4365,0.1332,0.0012,0.0363,0.0077,0.0005,0.0083,0.3870,0.4322,0.0598,0.0009,0.0325,0.0053,0.0007,0.0040,,
3,0.3730,0.4114,0.1205,0.0029,0.0634,0.0194,0.0010,0.0084,0.3753,0.4061,0.0583,0.0012,0.0689,0.0076,0.0005,0.0030,,
4,0.2831,0.4953,0.1410,0.0006,0.0577,0.0109,0.0005,0.0109,0.3034,0.4861,0.0654,0.0012,0.0469,0.0048,0.0005,0.0039,,
5,0.3457,0.4819,0.1325,0.0014,0.0273,0.0009,0.0008,0.0094,0.3532,0.4752,0.0619,0.0008,0.0262,0.0023,0.0004,0.0044,,
6,0.2808,0.4685,0.1352,0.0018,0.0999,0.0046,0.0008,0.0085,0.2971,0.4612,0.0627,0.0013,0.0779,0.0048,0.0007,0.0034,,
7,0.2887,0.4793,0.1393,0.0032,0.0608,0.0197,0.0010,0.0080,0.3024,0.4745,0.0665,0.0014,0.0530,0.0067,0.0006,0.0041,,
8,0.3534,0.4622,0.1315,0.0014,0.0407,0.0000,0.0019,0.0090,0.3653,0.4549,0.0630,0.0009,0.0361,0.0022,0.0003,0.0037,,
9,0.3087,0.4824,0.1378,0.0039,0.0577,0.0000,0.0012,0.0083,0.3283,0.4737,0.0645,0.0010,0.0465,0.0028,0.0003,0.0036,,
AVG,0.3257,0.4666,0.1346,0.0020,0.0529,0.0082,0.0011,0.0089,0.3383,0.4596,0.0629,0.0011,0.0470,0.0045,0.0005,0.0038,,
,,,,,,,,,,,,,,,,,,
,0.325685736,0.4665929658,0.1345708086,0.0529005575,0.0202499322,,,,0.3383,0.4596,0.0629,0.0470,0.00993657,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.91,,,,,,,,,
